"Regionale kerncijfers Nederland"
""
"";"";"Onderwerp"
"";"";"Onderwijs|Naar woongemeente|Leerlingen/studenten|Voortgezet onderwijs";"Onderwijs|Naar woongemeente|Leerlingen/studenten|Beroepsopleidende leerweg";"Onderwijs|Naar woongemeente|Leerlingen/studenten|Beroepsbegeleidende leerweg";"Onderwijs|Naar woongemeente|Leerlingen/studenten|Hoger beroepsonderwijs";"Onderwijs|Naar woongemeente|Leerlingen/studenten|Wetenschappelijk onderwijs"
"Perioden";"Regio's";"aantal";"aantal";"aantal";"aantal";"aantal"
"2009";"Stichtse Vecht";"";"";"";"";""
"2009";"Texel";"977";"196";"162";"70";"15"
"2009";"Uitgeest";"841";"246";"143";"283";"110"
"2009";"Uithoorn";"1735";"489";"246";"502";"214"
"2009";"Utrecht (gemeente)";"11598";"5042";"1782";"13324";"19453"
"2009";"Utrechtse Heuvelrug";"3077";"685";"407";"700";"343"
"2009";"Veenendaal";"3956";"1322";"741";"1409";"413"
"2009";"Velsen";"4251";"1258";"846";"1173";"524"
"2009";"Venhuizen";"";"";"";"";""
"2009";"Vianen";"1152";"407";"270";"385";"101"
"2009";"Vijfheerenlanden";"";"";"";"";""
"2009";"Vleuten-De Meern";"";"";"";"";""
"2009";"Waterland";"1032";"310";"154";"384";"137"
"2009";"Weesp";"866";"296";"138";"348";"181"
"2009";"Wervershoof";"647";"180";"110";"172";"48"
"2009";"Wester-Koggenland";"";"";"";"";""
"2009";"Wieringen";"427";"183";"85";"119";"18"
"2009";"Wieringermeer";"741";"239";"145";"164";"32"
"2009";"Wijdemeren";"1492";"308";"177";"375";"150"
"2009";"Wijk bij Duurstede";"1569";"474";"270";"439";"142"
"2009";"Woerden";"3031";"865";"496";"1101";"406"
"2009";"Wognum";"";"";"";"";""
"2009";"Wormerland";"973";"357";"181";"252";"112"
"2009";"Woudenberg";"797";"207";"137";"228";"64"
"2009";"Zaanstad";"7648";"3065";"1641";"2744";"1108"
"2009";"Zandvoort";"760";"276";"115";"217";"91"
"2009";"Zeevang";"453";"102";"60";"97";"42"
"2009";"Zeist";"3420";"962";"424";"1260";"1008"
"2009";"Zijpe";"714";"243";"123";"189";"34"
"2010";"Aalburg";"863";"259";"189";"224";"34"
"2010";"Aalsmeer";"1738";"457";"260";"494";"206"
"2010";"Aarle-Rixtel";"";"";"";"";""
"2010";"Abcoude";"645";"91";"51";"135";"106"
"2010";"Akersloot";"";"";"";"";""
"2010";"Alkmaar";"4740";"1886";"1021";"2276";"860"
"2010";"Alphen en Riel";"";"";"";"";""
"2010";"Alphen-Chaam";"618";"198";"92";"211";"64"
"2010";"Altena";"";"";"";"";""
"2010";"Amerongen";"";"";"";"";""
"2010";"Amersfoort";"8890";"2817";"1476";"3573";"1226"
"2010";"Amstelveen";"4372";"866";"404";"1801";"3078"
"2010";"Amsterdam";"32320";"14411";"5148";"23486";"29709"
"2010";"Andijk";"384";"106";"62";"116";"27"
"2010";"Anna Paulowna";"871";"348";"188";"268";"47"
"2010";"Asten";"1018";"382";"201";"274";"88"
"2010";"Baarle-Nassau";"243";"116";"62";"133";"18"
"2010";"Baarn";"1412";"371";"201";"415";"156"
"2010";"Bakel en Milheeze";"";"";"";"";""
"2010";"Beek en Donk";"";"";"";"";""
"2010";"Beemster";"546";"160";"61";"169";"78"
"2010";"Bennebroek";"";"";"";"";""
"2010";"Bergeijk";"1085";"419";"225";"364";"69"
"2010";"Bergen (NH.)";"1844";"384";"264";"475";"227"
"2010";"Bergen op Zoom";"3830";"1332";"798";"1370";"279"
"2010";"Bergeyk";"";"";"";"";""
"2010";"Berkel-Enschot";"";"";"";"";""
"2010";"Berlicum";"";"";"";"";""
"2010";"Bernheze";"1949";"654";"333";"663";"171"
"2010";"Best";"1859";"644";"268";"635";"192"
"2010";"Beverwijk";"1915";"788";"529";"720";"239"
"2010";"De Bilt";"2831";"555";"305";"761";"591"
"2010";"Bladel";"1240";"358";"258";"361";"82"
"2010";"Bladel en Netersel";"";"";"";"";""
"2010";"Blaricum";"602";"104";"34";"118";"73"
"2010";"Bloemendaal";"1716";"191";"75";"336";"237"
"2010";"Boekel";"655";"261";"158";"176";"32"
"2010";"Boxmeer";"1923";"741";"532";"610";"167"
"2010";"Boxtel";"1723";"666";"315";"685";"174"
"2010";"Breda";"9442";"2972";"1332";"8411";"1353"
"2010";"Breukelen";"935";"241";"135";"244";"107"
"2010";"Budel";"";"";"";"";""
"2010";"Bunnik";"977";"197";"110";"329";"200"
"2010";"Bunschoten";"1239";"437";"391";"408";"96"
"2010";"Bussum";"2094";"347";"209";"545";"303"
"2010";"Castricum";"2383";"550";"331";"885";"325"
"2010";"Chaam";"";"";"";"";""
"2010";"Cothen";"";"";"";"";""
"2010";"Cranendonck";"991";"403";"234";"411";"84"
"2010";"Cuijk";"1560";"554";"406";"464";"117"
"2010";"Deurne";"2038";"889";"441";"667";"152"
"2010";"Diemen";"1478";"452";"157";"1140";"838"
"2010";"Diessen";"";"";"";"";""
"2010";"Dijk en Waard";"";"";"";"";""
"2010";"Dinteloord en Prinsenland";"";"";"";"";""
"2010";"Dongen";"1568";"492";"296";"557";"120"
"2010";"Doorn";"";"";"";"";""
"2010";"Drechterland";"1251";"374";"214";"408";"121"
"2010";"Driebergen-Rijsenburg";"";"";"";"";""
"2010";"Drimmelen";"1599";"496";"320";"508";"120"
"2010";"Drunen";"";"";"";"";""
"2010";"Den Dungen";"";"";"";"";""
"2010";"Dussen";"";"";"";"";""
"2010";"Edam-Volendam";"1747";"383";"260";"484";"265"
"2010";"Eemnes";"620";"145";"85";"162";"50"
"2010";"Eersel";"1174";"442";"249";"342";"95"
"2010";"Egmond";"";"";"";"";""
"2010";"Eindhoven";"9966";"3937";"1865";"7360";"5720"
"2010";"Enkhuizen";"1101";"362";"212";"303";"92"
"2010";"Esch";"";"";"";"";""
"2010";"Etten-Leur";"2309";"837";"519";"911";"207"
"2010";"Fijnaart en Heijningen";"";"";"";"";""
"2010";"Geertruidenberg";"1143";"408";"274";"346";"82"
"2010";"Geldrop";"";"";"";"";""
"2010";"Geldrop-Mierlo";"2223";"734";"426";"792";"223"
"2010";"Gemert";"";"";"";"";""
"2010";"Gooise Meren";"";"";"";"";""
"2010";"Graft-De Rijp";"423";"110";"70";"117";"29"
"2010";"'s-Graveland";"";"";"";"";""
"2010";"Haarlem";"7291";"2192";"1289";"4048";"1838"
"2010";"Haarlemmerliede en Spaarnwoude";"402";"111";"58";"136";"54"
"2010";"Haarlemmermeer";"8683";"2545";"1300";"3055";"1346"
"2010";"Harenkarspel";"1105";"303";"199";"319";"57"
"2010";"Harmelen";"";"";"";"";""
"2010";"Heemskerk";"2202";"955";"485";"807";"275"
"2010";"Heemstede";"1738";"257";"114";"441";"294"
"2010";"Heerhugowaard";"3025";"997";"628";"1038";"314"
"2010";"Heiloo";"1491";"331";"143";"478";"211"
"2010";"Den Helder";"3070";"1342";"888";"843";"158"
"2010";"Hilversum";"4740";"1198";"664";"1841";"857"
"2010";"Hollands Kroon";"";"";"";"";""
"2010";"Hoorn";"4106";"1523";"710";"1461";"548"
"2010";"Houten";"3331";"857";"492";"1189";"553"
"2010";"Huizen";"2587";"744";"458";"852";"333"
"2010";"IJsselstein";"2228";"680";"324";"706";"293"
"2010";"Koggenland";"1420";"476";"291";"425";"103"
"2010";"Landsmeer";"631";"190";"80";"183";"88"
"2010";"Langbroek";"";"";"";"";""
"2010";"Langedijk";"1787";"548";"333";"520";"161"
"2010";"Laren (NH.)";"730";"93";"40";"135";"72"
"2010";"Leersum";"";"";"";"";""
"2010";"Leusden";"1895";"553";"268";"581";"173"
"2010";"Limmen";"";"";"";"";""
"2010";"Loenen";"573";"102";"55";"114";"55"
"2010";"Loosdrecht";"";"";"";"";""
"2010";"Lopik";"988";"319";"222";"269";"71"
"2010";"Maarn";"";"";"";"";""
"2010";"Maarssen";"2319";"717";"411";"809";"364"
"2010";"Maartensdijk";"";"";"";"";""
"2010";"Medemblik";"1614";"521";"286";"468";"131"
"2010";"Montfoort";"944";"271";"159";"281";"90"
"2010";"Muiden";"437";"75";"37";"107";"50"
"2010";"Naarden";"1282";"157";"91";"233";"144"
"2010";"Nederhorst den Berg";"";"";"";"";""
"2010";"Niedorp";"768";"246";"173";"227";"45"
"2010";"Nieuwegein";"3120";"1178";"762";"1299";"556"
"2010";"Noorder-Koggenland";"";"";"";"";""
"2010";"Obdam";"";"";"";"";""
"2010";"Oostzaan";"575";"176";"93";"179";"68"
"2010";"Opmeer";"736";"259";"164";"228";"45"
"2010";"Ouder-Amstel";"802";"155";"68";"281";"203"
"2010";"Oudewater";"659";"177";"121";"188";"55"
"2010";"Purmerend";"4599";"1876";"947";"1665";"545"
"2010";"Renswoude";"291";"108";"84";"83";"23"
"2010";"Rhenen";"1067";"327";"243";"287";"119"
"2010";"De Ronde Venen";"2217";"650";"344";"740";"236"
"2010";"Schagen";"1037";"376";"185";"329";"100"
"2010";"Schermer";"355";"126";"82";"112";"26"
"2010";"Schoorl";"";"";"";"";""
"2010";"Soest";"2731";"772";"412";"855";"287"
"2010";"Stede Broec";"1432";"431";"284";"349";"99"
"2010";"Stichtse Vecht";"";"";"";"";""
"2010";"Texel";"984";"216";"170";"71";"15"
"2010";"Uitgeest";"881";"254";"139";"285";"119"
"2010";"Uithoorn";"1820";"507";"278";"535";"211"
"2010";"Utrecht (gemeente)";"12035";"4961";"2100";"13394";"19756"
"2010";"Utrechtse Heuvelrug";"3153";"675";"392";"711";"321"
"2010";"Veenendaal";"3972";"1349";"738";"1450";"384"
"2010";"Velsen";"4407";"1260";"831";"1222";"540"
"2010";"Venhuizen";"";"";"";"";""
"2010";"Vianen";"1118";"413";"284";"385";"105"
"2010";"Vijfheerenlanden";"";"";"";"";""
"2010";"Vleuten-De Meern";"";"";"";"";""
"2010";"Waterland";"985";"318";"153";"389";"145"
"2010";"Weesp";"918";"288";"150";"386";"170"
"2010";"Wervershoof";"616";"202";"115";"161";"50"
"2010";"Wester-Koggenland";"";"";"";"";""
"2010";"Wieringen";"431";"186";"91";"120";"19"
"2010";"Wieringermeer";"760";"229";"144";"165";"23"
"2010";"Wijdemeren";"1477";"340";"187";"393";"138"
"2010";"Wijk bij Duurstede";"1550";"497";"304";"441";"132"
"2010";"Woerden";"3065";"897";"530";"1141";"386"
"2010";"Wognum";"";"";"";"";""
"2010";"Wormerland";"973";"367";"189";"300";"128"
"2010";"Woudenberg";"810";"208";"159";"250";"70"
"2010";"Zaanstad";"7862";"3130";"1706";"2867";"1132"
"2010";"Zandvoort";"760";"278";"106";"285";"87"
"2010";"Zeevang";"462";"130";"62";"109";"44"
"2010";"Zeist";"3463";"973";"477";"1257";"1071"
"2010";"Zijpe";"735";"244";"133";"205";"29"
"2011";"Aalburg";"866";"242";"194";"236";"40"
"2011";"Aalsmeer";"1747";"462";"210";"542";"208"
"2011";"Aarle-Rixtel";"";"";"";"";""
"2011";"Abcoude";"";"";"";"";""
"2011";"Akersloot";"";"";"";"";""
"2011";"Alkmaar";"4766";"1952";"951";"2228";"812"
"2011";"Alphen en Riel";"";"";"";"";""
"2011";"Alphen-Chaam";"573";"209";"101";"239";"69"
"2011";"Altena";"";"";"";"";""
"2011";"Amerongen";"";"";"";"";""
"2011";"Amersfoort";"9203";"2867";"1370";"3596";"1192"
"2011";"Amstelveen";"4417";"849";"389";"1836";"3054"
"2011";"Amsterdam";"32945";"14417";"4347";"24172";"30294"
"2011";"Andijk";"";"";"";"";""
"2011";"Anna Paulowna";"906";"359";"191";"294";"47"
"2011";"Asten";"1004";"361";"183";"314";"78"
"2011";"Baarle-Nassau";"256";"114";"59";"118";"21"
"2011";"Baarn";"1393";"393";"187";"434";"168"
"2011";"Bakel en Milheeze";"";"";"";"";""
"2011";"Beek en Donk";"";"";"";"";""
"2011";"Beemster";"560";"181";"68";"175";"69"
"2011";"Bennebroek";"";"";"";"";""
"2011";"Bergeijk";"1121";"424";"187";"381";"80"
"2011";"Bergen (NH.)";"1860";"432";"226";"490";"211"
"2011";"Bergen op Zoom";"3814";"1291";"808";"1355";"287"
"2011";"Bergeyk";"";"";"";"";""
"2011";"Berkel-Enschot";"";"";"";"";""
"2011";"Berlicum";"";"";"";"";""
"2011";"Bernheze";"2017";"635";"334";"645";"192"
"2011";"Best";"1878";"637";"268";"636";"186"
"2011";"Beverwijk";"2038";"773";"485";"758";"249"
"2011";"De Bilt";"2783";"558";"290";"829";"585"
"2011";"Bladel";"1242";"379";"240";"404";"68"
"2011";"Bladel en Netersel";"";"";"";"";""
"2011";"Blaricum";"587";"112";"34";"142";"73"
"2011";"Bloemendaal";"1726";"196";"77";"341";"245"
"2011";"Boekel";"662";"264";"153";"187";"34"
"2011";"Boxmeer";"1919";"734";"370";"602";"164"
"2011";"Boxtel";"1723";"624";"317";"672";"180"
"2011";"Breda";"9438";"3047";"1438";"8753";"1420"
"2011";"Breukelen";"";"";"";"";""
"2011";"Budel";"";"";"";"";""
"2011";"Bunnik";"980";"183";"91";"321";"203"
"2011";"Bunschoten";"1278";"415";"388";"388";"98"
"2011";"Bussum";"2157";"371";"180";"565";"326"
"2011";"Castricum";"2402";"580";"303";"886";"340"
"2011";"Chaam";"";"";"";"";""
"2011";"Cothen";"";"";"";"";""
"2011";"Cranendonck";"987";"408";"196";"408";"88"
"2011";"Cuijk";"1577";"594";"276";"495";"131"
"2011";"Deurne";"2000";"878";"506";"689";"152"
"2011";"Diemen";"1482";"473";"149";"1126";"832"
"2011";"Diessen";"";"";"";"";""
"2011";"Dijk en Waard";"";"";"";"";""
"2011";"Dinteloord en Prinsenland";"";"";"";"";""
"2011";"Dongen";"1590";"513";"294";"546";"126"
"2011";"Doorn";"";"";"";"";""
"2011";"Drechterland";"1265";"403";"238";"418";"113"
"2011";"Driebergen-Rijsenburg";"";"";"";"";""
"2011";"Drimmelen";"1621";"506";"284";"524";"130"
"2011";"Drunen";"";"";"";"";""
"2011";"Den Dungen";"";"";"";"";""
"2011";"Dussen";"";"";"";"";""
"2011";"Edam-Volendam";"1750";"423";"270";"497";"269"
"2011";"Eemnes";"617";"156";"66";"151";"59"
"2011";"Eersel";"1163";"411";"222";"350";"90"
"2011";"Egmond";"";"";"";"";""
"2011";"Eindhoven";"10108";"3837";"1691";"7690";"5743"
"2011";"Enkhuizen";"1056";"384";"224";"338";"93"
"2011";"Esch";"";"";"";"";""
"2011";"Etten-Leur";"2338";"863";"446";"931";"200"
"2011";"Fijnaart en Heijningen";"";"";"";"";""
"2011";"Geertruidenberg";"1109";"419";"303";"361";"67"
"2011";"Geldrop";"";"";"";"";""
"2011";"Geldrop-Mierlo";"2243";"699";"404";"821";"222"
"2011";"Gemert";"";"";"";"";""
"2011";"Gooise Meren";"";"";"";"";""
"2011";"Graft-De Rijp";"405";"148";"71";"114";"41"
"2011";"'s-Graveland";"";"";"";"";""
"2011";"Haarlem";"7469";"2311";"1138";"4065";"1820"
"2011";"Haarlemmerliede en Spaarnwoude";"391";"110";"45";"147";"56"
"2011";"Haarlemmermeer";"8974";"2692";"1121";"3066";"1319"
"2011";"Harenkarspel";"1122";"332";"208";"324";"52"
"2011";"Harmelen";"";"";"";"";""
"2011";"Heemskerk";"2247";"948";"465";"835";"288"
"2011";"Heemstede";"1761";"263";"96";"413";"325"
"2011";"Heerhugowaard";"3103";"1054";"606";"1083";"300"
"2011";"Heiloo";"1533";"339";"117";"488";"223"
"2011";"Den Helder";"3033";"1369";"966";"870";"150"
"2011";"Hilversum";"4867";"1221";"645";"1880";"884"
"2011";"Hollands Kroon";"";"";"";"";""
"2011";"Hoorn";"4197";"1521";"756";"1491";"551"
"2011";"Houten";"3328";"832";"414";"1200";"562"
"2011";"Huizen";"2566";"723";"386";"842";"350"
"2011";"IJsselstein";"2263";"701";"327";"746";"285"
"2011";"Koggenland";"1490";"478";"287";"441";"114"
"2011";"Landsmeer";"657";"203";"67";"224";"86"
"2011";"Langbroek";"";"";"";"";""
"2011";"Langedijk";"1834";"563";"345";"524";"170"
"2011";"Laren (NH.)";"715";"92";"41";"128";"79"
"2011";"Leersum";"";"";"";"";""
"2011";"Leusden";"1871";"576";"257";"605";"190"
"2011";"Limmen";"";"";"";"";""
"2011";"Loenen";"";"";"";"";""
"2011";"Loosdrecht";"";"";"";"";""
"2011";"Lopik";"1009";"300";"208";"295";"75"
"2011";"Maarn";"";"";"";"";""
"2011";"Maarssen";"";"";"";"";""
"2011";"Maartensdijk";"";"";"";"";""
"2011";"Medemblik";"2650";"901";"525";"782";"203"
"2011";"Montfoort";"947";"267";"158";"294";"85"
"2011";"Muiden";"435";"81";"38";"120";"64"
"2011";"Naarden";"1321";"186";"83";"247";"139"
"2011";"Nederhorst den Berg";"";"";"";"";""
"2011";"Niedorp";"764";"272";"164";"246";"41"
"2011";"Nieuwegein";"3154";"1080";"679";"1304";"591"
"2011";"Noorder-Koggenland";"";"";"";"";""
"2011";"Obdam";"";"";"";"";""
"2011";"Oostzaan";"611";"164";"83";"178";"69"
"2011";"Opmeer";"770";"255";"166";"232";"39"
"2011";"Ouder-Amstel";"831";"152";"70";"295";"203"
"2011";"Oudewater";"667";"192";"105";"190";"51"
"2011";"Purmerend";"4517";"1964";"906";"1693";"569"
"2011";"Renswoude";"296";"96";"84";"87";"18"
"2011";"Rhenen";"1109";"339";"214";"275";"113"
"2011";"De Ronde Venen";"2919";"740";"347";"934";"349"
"2011";"Schagen";"1059";"380";"192";"350";"97"
"2011";"Schermer";"363";"128";"74";"108";"37"
"2011";"Schoorl";"";"";"";"";""
"2011";"Soest";"2849";"780";"412";"863";"276"
"2011";"Stede Broec";"1413";"453";"301";"379";"125"
"2011";"Stichtse Vecht";"3846";"1054";"646";"1153";"500"
"2011";"Texel";"963";"211";"186";"73";"23"
"2011";"Uitgeest";"910";"281";"112";"283";"111"
"2011";"Uithoorn";"1894";"504";"236";"541";"203"
"2011";"Utrecht (gemeente)";"12627";"4896";"2062";"12971";"19552"
"2011";"Utrechtse Heuvelrug";"3173";"641";"356";"744";"344"
"2011";"Veenendaal";"3990";"1382";"632";"1478";"398"
"2011";"Velsen";"4413";"1305";"727";"1264";"559"
"2011";"Venhuizen";"";"";"";"";""
"2011";"Vianen";"1138";"426";"285";"372";"102"
"2011";"Vijfheerenlanden";"";"";"";"";""
"2011";"Vleuten-De Meern";"";"";"";"";""
"2011";"Waterland";"1010";"295";"168";"377";"162"
"2011";"Weesp";"926";"311";"119";"357";"165"
"2011";"Wervershoof";"";"";"";"";""
"2011";"Wester-Koggenland";"";"";"";"";""
"2011";"Wieringen";"454";"190";"113";"123";"17"
"2011";"Wieringermeer";"763";"233";"170";"183";"34"
"2011";"Wijdemeren";"1493";"347";"172";"392";"150"
"2011";"Wijk bij Duurstede";"1536";"479";"283";"465";"138"
"2011";"Woerden";"3179";"876";"523";"1137";"409"
"2011";"Wognum";"";"";"";"";""
"2011";"Wormerland";"986";"356";"176";"298";"124"
"2011";"Woudenberg";"815";"216";"154";"267";"73"
"2011";"Zaanstad";"8147";"3173";"1552";"2981";"1141"
"2011";"Zandvoort";"758";"263";"114";"290";"96"
"2011";"Zeevang";"470";"131";"62";"106";"41"
"2011";"Zeist";"3575";"977";"446";"1272";"1073"
"2011";"Zijpe";"765";"234";"146";"200";"26"
"2012";"Aalburg";"883";"250";"185";"234";"52"
"2012";"Aalsmeer";"1790";"495";"206";"546";"206"
"2012";"Aarle-Rixtel";"";"";"";"";""
"2012";"Abcoude";"";"";"";"";""
"2012";"Akersloot";"";"";"";"";""
"2012";"Alkmaar";"4820";"1996";"832";"2107";"752"
"2012";"Alphen en Riel";"";"";"";"";""
"2012";"Alphen-Chaam";"566";"204";"94";"244";"64"
"2012";"Altena";"";"";"";"";""
"2012";"Amerongen";"";"";"";"";""
"2012";"Amersfoort";"9404";"2916";"1243";"3642";"1089"
"2012";"Amstelveen";"4572";"867";"304";"1888";"3086"
"2012";"Amsterdam";"33958";"14281";"3748";"24026";"29214"
"2012";"Andijk";"";"";"";"";""
"2012";"Anna Paulowna";"";"";"";"";""
"2012";"Asten";"965";"374";"163";"321";"74"
"2012";"Baarle-Nassau";"260";"113";"58";"123";"16"
"2012";"Baarn";"1427";"383";"181";"404";"158"
"2012";"Bakel en Milheeze";"";"";"";"";""
"2012";"Beek en Donk";"";"";"";"";""
"2012";"Beemster";"567";"193";"66";"181";"56"
"2012";"Bennebroek";"";"";"";"";""
"2012";"Bergeijk";"1119";"432";"186";"380";"87"
"2012";"Bergen (NH.)";"1839";"435";"241";"481";"210"
"2012";"Bergen op Zoom";"3849";"1323";"706";"1334";"257"
"2012";"Bergeyk";"";"";"";"";""
"2012";"Berkel-Enschot";"";"";"";"";""
"2012";"Berlicum";"";"";"";"";""
"2012";"Bernheze";"2057";"653";"319";"663";"161"
"2012";"Best";"1934";"642";"228";"611";"169"
"2012";"Beverwijk";"2158";"797";"567";"760";"233"
"2012";"De Bilt";"2856";"530";"251";"833";"555"
"2012";"Bladel";"1247";"410";"244";"389";"59"
"2012";"Bladel en Netersel";"";"";"";"";""
"2012";"Blaricum";"607";"108";"36";"124";"78"
"2012";"Bloemendaal";"1798";"219";"58";"339";"247"
"2012";"Boekel";"678";"273";"129";"187";"29"
"2012";"Boxmeer";"1909";"702";"303";"600";"148"
"2012";"Boxtel";"1758";"637";"296";"691";"167"
"2012";"Breda";"9472";"3206";"1275";"9094";"1366"
"2012";"Breukelen";"";"";"";"";""
"2012";"Budel";"";"";"";"";""
"2012";"Bunnik";"995";"177";"88";"295";"185"
"2012";"Bunschoten";"1322";"403";"475";"386";"89"
"2012";"Bussum";"2266";"352";"177";"582";"287"
"2012";"Castricum";"2401";"626";"267";"857";"297"
"2012";"Chaam";"";"";"";"";""
"2012";"Cothen";"";"";"";"";""
"2012";"Cranendonck";"972";"400";"185";"419";"80"
"2012";"Cuijk";"1604";"592";"267";"525";"125"
"2012";"Deurne";"1934";"909";"397";"724";"160"
"2012";"Diemen";"1480";"472";"139";"1118";"930"
"2012";"Diessen";"";"";"";"";""
"2012";"Dijk en Waard";"";"";"";"";""
"2012";"Dinteloord en Prinsenland";"";"";"";"";""
"2012";"Dongen";"1612";"508";"308";"549";"125"
"2012";"Doorn";"";"";"";"";""
"2012";"Drechterland";"1313";"426";"198";"389";"111"
"2012";"Driebergen-Rijsenburg";"";"";"";"";""
"2012";"Drimmelen";"1608";"521";"295";"535";"126"
"2012";"Drunen";"";"";"";"";""
"2012";"Den Dungen";"";"";"";"";""
"2012";"Dussen";"";"";"";"";""
"2012";"Edam-Volendam";"1791";"463";"273";"520";"250"
"2012";"Eemnes";"639";"176";"75";"155";"51"
"2012";"Eersel";"1127";"401";"244";"390";"84"
"2012";"Egmond";"";"";"";"";""
"2012";"Eindhoven";"10146";"3842";"1721";"7898";"5738"
"2012";"Enkhuizen";"1004";"410";"171";"343";"83"
"2012";"Esch";"";"";"";"";""
"2012";"Etten-Leur";"2297";"828";"424";"908";"196"
"2012";"Fijnaart en Heijningen";"";"";"";"";""
"2012";"Geertruidenberg";"1173";"413";"259";"346";"65"
"2012";"Geldrop";"";"";"";"";""
"2012";"Geldrop-Mierlo";"2272";"687";"368";"810";"202"
"2012";"Gemert";"";"";"";"";""
"2012";"Gooise Meren";"";"";"";"";""
"2012";"Graft-De Rijp";"466";"141";"57";"115";"36"
"2012";"'s-Graveland";"";"";"";"";""
"2012";"Haarlem";"7709";"2311";"985";"3946";"1659"
"2012";"Haarlemmerliede en Spaarnwoude";"405";"106";"61";"149";"52"
"2012";"Haarlemmermeer";"9248";"2811";"1076";"3157";"1320"
"2012";"Harenkarspel";"1113";"326";"185";"352";"49"
"2012";"Harmelen";"";"";"";"";""
"2012";"Heemskerk";"2237";"927";"446";"803";"281"
"2012";"Heemstede";"1779";"262";"74";"394";"299"
"2012";"Heerhugowaard";"3269";"1058";"528";"1035";"282"
"2012";"Heiloo";"1541";"330";"112";"471";"202"
"2012";"Den Helder";"3108";"1429";"794";"821";"142"
"2012";"Hilversum";"4996";"1293";"607";"1897";"846"
"2012";"Hollands Kroon";"3036";"1098";"526";"783";"114"
"2012";"Hoorn";"4333";"1576";"637";"1465";"488"
"2012";"Houten";"3344";"832";"337";"1162";"570"
"2012";"Huizen";"2553";"732";"323";"845";"326"
"2012";"IJsselstein";"2299";"703";"278";"724";"276"
"2012";"Koggenland";"1496";"487";"243";"455";"110"
"2012";"Landsmeer";"649";"212";"55";"210";"89"
"2012";"Langbroek";"";"";"";"";""
"2012";"Langedijk";"1863";"581";"353";"521";"157"
"2012";"Laren (NH.)";"689";"105";"38";"141";"89"
"2012";"Leersum";"";"";"";"";""
"2012";"Leusden";"1858";"562";"229";"603";"182"
"2012";"Limmen";"";"";"";"";""
"2012";"Loenen";"";"";"";"";""
"2012";"Loosdrecht";"";"";"";"";""
"2012";"Lopik";"1035";"309";"195";"290";"67"
"2012";"Maarn";"";"";"";"";""
"2012";"Maarssen";"";"";"";"";""
"2012";"Maartensdijk";"";"";"";"";""
"2012";"Medemblik";"2751";"959";"425";"752";"177"
"2012";"Montfoort";"931";"281";"144";"276";"84"
"2012";"Muiden";"436";"77";"31";"113";"52"
"2012";"Naarden";"1357";"179";"73";"248";"136"
"2012";"Nederhorst den Berg";"";"";"";"";""
"2012";"Niedorp";"";"";"";"";""
"2012";"Nieuwegein";"3223";"1122";"498";"1198";"587"
"2012";"Noorder-Koggenland";"";"";"";"";""
"2012";"Obdam";"";"";"";"";""
"2012";"Oostzaan";"622";"167";"84";"187";"71"
"2012";"Opmeer";"753";"278";"131";"236";"45"
"2012";"Ouder-Amstel";"871";"144";"70";"259";"196"
"2012";"Oudewater";"658";"232";"104";"187";"40"
"2012";"Purmerend";"4592";"2006";"844";"1683";"554"
"2012";"Renswoude";"311";"75";"88";"94";"15"
"2012";"Rhenen";"1122";"361";"209";"297";"98"
"2012";"De Ronde Venen";"2920";"780";"324";"897";"325"
"2012";"Schagen";"1064";"379";"160";"329";"98"
"2012";"Schermer";"361";"127";"65";"104";"30"
"2012";"Schoorl";"";"";"";"";""
"2012";"Soest";"2854";"793";"349";"851";"272"
"2012";"Stede Broec";"1409";"475";"231";"392";"102"
"2012";"Stichtse Vecht";"3886";"1061";"528";"1151";"490"
"2012";"Texel";"995";"205";"169";"75";"17"
"2012";"Uitgeest";"929";"292";"139";"287";"108"
"2012";"Uithoorn";"1935";"519";"223";"498";"214"
"2012";"Utrecht (gemeente)";"13171";"4904";"1680";"12778";"19033"
"2012";"Utrechtse Heuvelrug";"3230";"686";"328";"714";"338"
"2012";"Veenendaal";"4067";"1403";"629";"1428";"382"
"2012";"Velsen";"4429";"1379";"713";"1320";"521"
"2012";"Venhuizen";"";"";"";"";""
"2012";"Vianen";"1133";"434";"222";"324";"112"
"2012";"Vijfheerenlanden";"";"";"";"";""
"2012";"Vleuten-De Meern";"";"";"";"";""
"2012";"Waterland";"1007";"280";"174";"372";"151"
"2012";"Weesp";"926";"333";"108";"347";"152"
"2012";"Wervershoof";"";"";"";"";""
"2012";"Wester-Koggenland";"";"";"";"";""
"2012";"Wieringen";"";"";"";"";""
"2012";"Wieringermeer";"";"";"";"";""
"2012";"Wijdemeren";"1471";"365";"160";"378";"132"
"2012";"Wijk bij Duurstede";"1580";"482";"252";"409";"111"
"2012";"Woerden";"3283";"895";"470";"1131";"422"
"2012";"Wognum";"";"";"";"";""
"2012";"Wormerland";"1034";"339";"172";"305";"119"
"2012";"Woudenberg";"841";"237";"178";"254";"70"
"2012";"Zaanstad";"8425";"3260";"1515";"3030";"1048"
"2012";"Zandvoort";"749";"262";"105";"278";"95"
"2012";"Zeevang";"463";"136";"70";"114";"38"
"2012";"Zeist";"3658";"985";"404";"1262";"1087"
"2012";"Zijpe";"760";"261";"152";"185";"24"
